prod_cycle,base_id,color,start,end
0,0,2,16.87,72.87
1,1,1,13.498,68.198
1,2,1,26.874,82.874
1,3,2,35.786,202.186
1,4,2,55.058,111.058
1,5,0,64.9,119.6
1,6,0,78.49,243.59
1,7,0,106.056,160.756
2,8,1,2.25,56.95
2,9,1,24.43,80.43
3,10,0,16.304,71.004
3,11,1,45.535,100.235
3,12,1,58.236,114.236
3,13,1,73.964,128.664
3,14,0,113.847,168.547
3,15,0,123.21,251.51
3,16,0,139.487,194.187
4,17,1,11.213,65.913
4,18,0,32.457,160.757
4,19,2,46.423,102.423
4,20,0,63.312,118.012
5,21,1,0.442,55.142
5,22,0,31.58,86.28
5,23,1,44.049,100.049
6,24,0,6.727,61.427
6,25,1,26.686,82.686
7,26,0,4.483,59.183
7,27,2,28.368,84.368
7,28,0,39.896,94.596
7,29,2,54.374,110.374
7,30,2,63.668,156.468
8,31,1,5.672,60.372
8,32,1,22.32,78.32
8,33,1,49.041,103.741
8,34,0,60.431,225.531
8,35,2,92.415,148.415
8,36,2,100.852,304.052
8,37,0,133.792,188.492
8,38,1,144.11,236.91
8,39,0,171.558,263.058
9,40,1,24.241,78.941
9,41,2,33.548,89.548
9,42,2,44.117,173.717
9,43,0,52.372,107.072
9,44,1,80.987,135.687
9,45,1,94.151,186.951
9,46,1,120.307,211.807
10,47,2,12.192,68.192
10,48,2,22.123,151.723
10,49,2,39.742,95.742
11,50,0,8.922,63.622
11,51,2,21.1,77.1
11,52,0,44.821,99.521
11,53,2,68.073,124.073
11,54,0,87.867,142.567
11,55,0,103.023,231.323
11,56,0,122.605,177.305
11,57,1,135.225,191.225
11,58,2,155.879,248.679
12,59,1,2.357,57.057
13,60,0,15.161,69.861
13,61,1,38.856,94.856
13,62,2,56.594,149.394
14,63,0,12.435,67.135
14,64,0,30.852,122.352
14,65,0,40.21,94.91
15,66,2,18.466,74.466
15,67,1,42.46,97.16
15,68,2,51.501,107.501
15,69,0,61.903,153.403
16,70,2,2.424,58.424
16,71,1,13.698,68.398
16,72,0,24.183,115.683
16,73,0,37.07,202.17
16,74,0,63.27,154.77
17,75,2,7.728,63.728
17,76,0,25.103,79.803
17,77,1,37.862,93.862
17,78,0,63.566,118.266
17,79,0,74.747,203.047
17,80,0,93.683,148.383
17,81,0,119.839,174.539
17,82,0,140.961,232.461
17,83,2,150.202,243.002
17,84,2,177.629,270.429
18,85,0,19.589,74.289
18,86,0,35.112,310.612
18,87,1,50.973,105.673
18,88,1,64.749,120.749
18,89,0,85.812,140.512
18,90,0,105.424,270.524
18,91,2,114.882,170.882
18,92,1,135.029,189.729
18,93,2,147.306,203.306
18,94,1,165.072,219.772
19,95,2,3.15,59.15
20,96,2,6.507,62.507
20,97,0,25.123,79.823
20,98,0,33.395,124.895
20,99,2,82.053,138.053
20,100,0,101.15,155.85
20,101,0,125.953,217.453
21,102,1,16.079,70.779
21,103,0,44.721,99.421
21,104,2,63.295,119.295
22,105,0,16.937,71.637
22,106,0,28.407,230.307
22,107,0,48.085,102.785
22,108,1,56.287,112.287
22,109,0,88.795,143.495
22,110,0,104.354,269.454
22,111,1,115.37,170.07
22,112,1,135.165,191.165
23,113,1,11.284,65.984
23,114,2,34.545,90.545
23,115,2,65.672,121.672
24,116,1,4.281,58.981
24,117,0,16.613,108.113
24,118,0,28.667,230.567
24,119,2,58.066,187.666
24,120,0,75.048,166.548
24,121,1,83.211,137.911
24,122,2,94.766,150.766
24,123,0,131.635,223.135
24,124,0,146.562,274.862
24,125,2,171.867,264.667
25,126,2,9.628,65.628
25,127,2,37.624,93.624
25,128,1,46.566,101.266
25,129,2,58.694,188.294
25,130,1,92.004,146.704
25,131,0,118.447,173.147
25,132,2,134.249,263.849
25,133,2,142.894,272.494
25,134,2,165.464,221.464
25,135,2,191.342,247.342
26,136,2,5.38,61.38
26,137,1,23.899,78.599
26,138,2,40.024,96.024
27,139,0,12.349,67.049
27,140,2,24.913,80.913
27,141,2,33.312,126.112
27,142,1,53.333,108.033
28,143,2,0.435,56.435
28,144,2,8.77,138.37
28,145,1,40.576,95.276
28,146,1,62.46,153.96
28,147,1,104.133,233.733
28,148,2,120.331,213.131
28,149,0,140.473,195.173
29,150,0,7.669,62.369
29,151,1,25.83,81.83
29,152,0,55.187,109.887
29,153,1,65.957,121.957
29,154,0,84.435,139.135
29,155,2,96.422,152.422
29,156,1,110.38,165.08
29,157,0,128.776,257.076
29,158,0,146.887,201.587
30,159,2,5.701,61.701
30,160,1,26.601,81.301
30,161,1,68.186,122.886
30,162,1,82.516,138.516
30,163,0,95.396,150.096
30,164,2,105.448,235.048
30,165,0,113.998,242.298
30,166,1,128.52,183.22
30,167,1,138.348,194.348
31,168,1,4.448,59.148
32,169,1,2.647,57.347
32,170,0,24.002,115.502
32,171,2,33.686,89.686
33,172,2,0.091,56.091
33,173,2,15.678,108.478
34,174,0,10.856,65.556
34,175,1,34.786,90.786
34,176,1,44.557,99.257
35,177,1,2.319,57.019
35,178,2,15.304,71.304
35,179,1,31.357,86.057
35,180,1,53.753,109.753
35,181,2,78.002,170.802
35,182,2,87.708,143.708
35,183,2,97.923,264.323
35,184,0,107.772,162.472
35,185,2,123.177,215.977
35,186,1,141.498,196.198
36,187,1,5.141,59.841
36,188,2,15.398,71.398
36,189,2,30.209,233.409
36,190,2,42.895,98.895
36,191,2,54.821,147.621
36,192,1,78.864,133.564
36,193,0,90.627,182.127
36,194,1,102.66,195.46
37,195,0,21.371,76.071
38,196,2,10.61,66.61
38,197,1,24.156,78.856
39,198,1,4.413,59.113
39,199,0,23.717,115.217
40,200,0,7.013,61.713
40,201,0,30.105,158.405
40,202,1,57.183,111.883
41,203,0,6.933,61.633
41,204,0,20.917,112.417
41,205,2,35.014,91.014
41,206,2,59.384,188.984
41,207,2,71.558,127.558
41,208,1,96.562,151.262
42,209,1,21.045,75.745
42,210,2,30.66,86.66
42,211,0,47.664,102.364
42,212,2,75.362,131.362
42,213,0,85.307,140.007
42,214,2,100.532,156.532
42,215,2,120.029,212.829
42,216,0,135.24,189.94
42,217,0,158.489,249.989
42,218,2,177.04,269.84
43,219,1,8.516,63.216
43,220,0,24.554,152.854
43,221,1,36.415,91.115
44,222,2,1.606,57.606
44,223,1,12.994,67.694
44,224,1,21.894,113.394
44,225,2,31.688,87.688
44,226,0,62.151,190.451
44,227,2,92.245,148.245
44,228,0,110.498,201.998
45,229,0,13.118,67.818
45,230,0,27.457,118.957
45,231,1,35.923,91.923
45,232,2,55.428,148.228
46,233,2,7.364,63.364
46,234,2,28.391,121.191
46,235,2,37.431,93.431
46,236,2,45.53,211.93
46,237,1,68.639,160.139
46,238,1,88.079,179.579
46,239,2,114.955,170.955
46,240,0,132.708,224.208
47,241,2,12.755,68.755
47,242,2,25.505,118.305
47,243,1,41.619,96.319
47,244,0,59.339,150.839
47,245,2,82.689,249.089
47,246,2,98.288,191.088
47,247,1,107.516,200.316
47,248,0,119.766,211.266
47,249,0,127.829,182.529
48,250,0,14.707,69.407
48,251,0,28.883,120.383
49,252,0,2.747,57.447
49,253,0,22.176,150.476
49,254,0,41.817,96.517
49,255,2,52.417,108.417
49,256,2,66.388,159.188
50,257,0,7.413,62.113
50,258,0,29.921,121.421
50,259,2,42.421,98.421
50,260,2,62.69,155.49
50,261,0,93.173,147.873
50,262,2,109.22,202.02
50,263,0,117.54,209.04
51,264,0,8.623,63.323
51,265,0,39.137,93.837
51,266,0,57.047,222.147
51,267,0,78.207,132.907
51,268,2,95.305,151.305
51,269,2,103.77,233.37
51,270,0,118.221,172.921
51,271,1,131.746,187.746
51,272,0,142.081,270.381
52,273,2,7.552,63.552
52,274,1,37.189,91.889
52,275,2,49.909,105.909
52,276,0,83.65,138.35
52,277,1,100.378,156.378
52,278,0,108.795,163.495
53,279,2,7.662,63.662
53,280,0,29.832,84.532
53,281,1,47.058,103.058
53,282,1,62.926,117.626
53,283,0,74.616,166.116
53,284,1,84.492,140.492
53,285,0,114.368,205.868
53,286,0,126.573,254.873
53,287,1,159.011,215.011
54,288,2,3.933,59.933
54,289,2,27.584,120.384
54,290,0,37.951,92.651
54,291,0,52.11,143.61
55,292,0,10.541,65.241
55,293,0,19.743,111.243
55,294,0,29.988,158.288
55,295,1,62.936,118.936
55,296,2,72.64,165.44
56,297,1,24.531,79.231
56,298,0,33.584,125.084
56,299,1,85.448,141.448
56,300,2,106.894,273.294
56,301,0,117.17,171.87
56,302,1,136.154,192.154
56,303,2,147.868,314.268
56,304,2,169.437,225.437
57,305,1,0.519,55.219
57,306,2,13.05,69.05
57,307,1,29.873,84.573
58,308,2,9.857,65.857
58,309,2,23.466,116.266
59,310,2,5.415,61.415
60,311,1,7.426,62.126
60,312,2,28.242,84.242
60,313,2,39.404,169.004
60,314,1,54.477,109.177
60,315,1,66.058,122.058
61,316,1,6.432,61.132
61,317,0,33.939,88.639
61,318,1,43.236,99.236
61,319,0,63.818,118.518
61,320,0,82.234,173.734
61,321,1,93.189,147.889
61,322,0,111.377,202.877
62,323,0,1.143,55.843
62,324,2,16.434,72.434
62,325,1,33.367,88.067
62,326,1,41.37,132.87
62,327,1,51.102,107.102
63,328,1,13.875,68.575
63,329,2,26.603,82.603
63,330,2,35.243,128.043
63,331,1,45.014,99.714
63,332,2,81.974,174.774
64,333,0,15.645,70.345
64,334,1,38.368,94.368
64,335,1,61.116,115.816
65,336,0,10.78,65.48
65,337,0,29.706,121.206
65,338,2,47.824,103.824
65,339,2,67.219,196.819
65,340,2,80.785,136.785
66,341,1,0.659,55.359
66,342,2,20.419,76.419
66,343,0,28.844,83.544
66,344,2,46.415,102.415
66,345,0,61.582,116.282
66,346,0,76.557,204.857
66,347,1,94.45,149.15
66,348,1,103.923,159.923
67,349,1,5.589,60.289
67,350,2,28.236,84.236
68,351,2,12.048,68.048
68,352,1,31.245,85.945
69,353,2,4.38,60.38
69,354,2,20.637,187.037
69,355,2,35.663,91.663
69,356,2,50.376,179.976
69,357,2,68.334,124.334
69,358,0,91.69,146.39
69,359,1,106.462,234.762
69,360,1,134.286,225.786
70,361,2,2.735,58.735
70,362,1,25.991,80.691
70,363,1,42.09,98.09
70,364,2,61.633,154.433
70,365,1,77.154,131.854
71,366,0,8.666,63.366
72,367,0,21.246,75.946
72,368,1,35.478,91.478
72,369,0,43.762,135.262
73,370,1,4.119,58.819
73,371,0,20.955,112.455
73,372,2,32.692,88.692
74,373,0,22.932,77.632
75,374,2,11.493,67.493
75,375,2,23.125,152.725
75,376,2,31.18,271.18
75,377,2,44.645,100.645
75,378,0,82.765,137.465
75,379,0,102.059,230.359
75,380,2,114.763,244.363
75,381,2,131.848,187.848
75,382,1,158.369,214.369
75,383,0,182.231,310.531
76,384,1,18.841,73.541
76,385,2,27.633,83.633
76,386,1,50.774,105.474
76,387,1,62.619,118.619
76,388,1,75.957,130.657
76,389,0,93.676,185.176
76,390,0,104.352,159.052
76,391,0,120.077,211.577
77,392,0,6.301,61.001
78,393,1,2.947,57.647
78,394,1,10.948,66.948
78,395,0,42.762,97.462
79,396,2,18.407,74.407
80,397,2,16.549,72.549
80,398,0,31.877,86.577
80,399,0,40.343,131.843
81,400,2,12.776,68.776
81,401,1,40.941,95.641
81,402,1,52.438,108.438
81,403,1,61.878,153.378
82,404,0,18.59,73.29
82,405,1,27.786,83.786
82,406,0,42.734,244.634
82,407,1,62.958,117.658
82,408,1,78.34,134.34
82,409,0,105.072,159.772
82,410,2,118.584,174.584
82,411,2,147.933,203.933
83,412,1,3.379,58.079
83,413,0,23.242,151.542
83,414,1,50.243,104.943
83,415,1,65.236,121.236
83,416,2,76.621,169.421
84,417,0,4.185,58.885
84,418,2,39.234,95.234
84,419,0,55.303,110.003
84,420,0,63.769,192.069
84,421,1,76.679,132.679
84,422,2,85.112,177.912
84,423,0,99.87,154.57
84,424,0,122.433,287.533
84,425,0,139.586,231.086
84,426,1,155.445,211.445
85,427,1,15.052,69.752
85,428,1,25.268,81.268
85,429,0,51.456,106.156
86,430,2,9.206,65.206
86,431,0,30.024,84.724
86,432,2,64.45,120.45
86,433,2,73.059,165.859
87,434,2,2.558,58.558
87,435,2,14.897,107.697
87,436,0,29.108,83.808
87,437,0,51.031,142.531
88,438,2,5.377,61.377
88,439,1,34.805,89.505
88,440,2,52.031,108.031
89,441,0,10.541,65.241
89,442,0,29.915,121.415
90,443,2,7.698,63.698
90,444,0,33.07,87.77
90,445,1,53.666,109.666
90,446,1,62.725,117.425
90,447,1,83.43,139.43
90,448,2,108.095,200.895
90,449,1,135.571,190.271
91,450,1,1.74,56.44
91,451,1,28.97,83.67
92,452,1,2.49,57.19
93,453,0,4.873,59.573
93,454,2,20.555,76.555
93,455,2,39.481,132.281
93,456,0,55.651,110.351
93,457,0,64.907,193.207
93,458,1,92.449,147.149
94,459,1,11.504,66.204
94,460,0,22.41,261.11
94,461,2,31.107,87.107
94,462,0,40.566,95.266
94,463,0,60.266,298.966
94,464,1,75.153,129.853
94,465,0,90.776,219.076
94,466,2,104.736,160.736
94,467,0,120.966,175.666
94,468,0,136.886,338.786
95,469,2,3.605,59.605
95,470,1,17.777,72.477
95,471,2,28.059,120.859
95,472,0,48.861,103.561
95,473,2,76.433,242.833
95,474,1,87.142,141.842
95,475,2,103.791,159.791
95,476,0,122.077,176.777
95,477,1,142.405,198.405
95,478,2,152.05,281.65
96,479,0,2.824,57.524
96,480,2,20.601,76.601
97,481,0,7.079,61.779
97,482,0,18.728,183.828
97,483,1,36.648,91.348
97,484,2,50.265,106.265
97,485,0,69.623,124.323
98,486,1,7.57,62.27
98,487,1,18.281,74.281
98,488,2,29.865,122.665
98,489,2,38.399,167.999
99,490,2,15.851,71.851
99,491,2,43.716,99.716
100,492,2,2.987,58.987
100,493,2,17.163,220.363
100,494,0,25.848,80.548
100,495,1,49.977,105.977
100,496,0,60.811,115.511
100,497,1,86.987,141.687
100,498,2,122.552,178.552
100,499,2,141.674,234.474
100,500,0,150.068,204.768
101,501,0,4.93,59.63
101,502,1,13.846,69.846
101,503,0,30.018,84.718
101,504,1,53.635,109.635
101,505,2,84.309,140.309
101,506,0,100.069,154.769
102,507,1,11.328,66.028
102,508,0,33.181,198.281
102,509,1,53.805,108.505
102,510,0,62.48,227.58
102,511,2,91.197,147.197
102,512,2,102.657,305.857
102,513,2,128.075,184.075
102,514,2,136.267,265.867
102,515,0,147.821,239.321
103,516,2,14.375,70.375
103,517,0,46.835,101.535
103,518,2,56.394,112.394
103,519,0,71.921,126.621
103,520,0,85.072,213.372
103,521,0,102.988,157.688
104,522,2,12.51,68.51
104,523,1,24.744,79.444
104,524,2,47.702,103.702
104,525,2,56.277,149.077
104,526,0,73.331,128.031
104,527,0,84.987,176.487
105,528,2,17.723,73.723
106,529,1,5.38,60.08
106,530,2,20.823,76.823
106,531,1,29.222,122.022
106,532,0,54.092,108.792
106,533,0,71.079,199.379
106,534,1,103.647,158.347
106,535,2,116.155,172.155
107,536,0,26.855,81.555
107,537,2,36.207,92.207
107,538,2,52.436,145.236
107,539,1,74.302,129.002
107,540,2,93.522,223.122
107,541,1,106.318,161.018
107,542,2,118.718,174.718
108,543,1,11.176,65.876
108,544,0,23.861,225.761
108,545,0,45.738,100.438
108,546,0,56.936,185.236
108,547,2,72.099,128.099
108,548,0,84.217,138.917
109,549,0,13.174,67.874
109,550,2,22.887,78.887
110,551,2,15.224,71.224
110,552,2,52.008,108.008
111,553,2,5.984,61.984
111,554,1,23.063,77.763
111,555,1,47.684,103.684
111,556,0,56.032,110.732
111,557,1,75.005,131.005
111,558,2,92.406,222.006
111,559,2,109.173,165.173
111,560,0,118.745,173.445
112,561,2,4.111,60.111
112,562,2,27.473,120.273
113,563,2,24.329,80.329
113,564,1,34.576,89.276
113,565,0,69.86,124.56
113,566,2,82.066,138.066
113,567,0,122.727,177.427
113,568,0,133.44,224.94
114,569,1,4.902,59.602
114,570,1,14.558,70.558
114,571,1,23.391,114.891
115,572,0,13.5,68.2
115,573,0,23.574,115.074
115,574,2,37.023,93.023
115,575,2,47.926,140.726
115,576,0,64.99,156.49
116,577,2,1.753,57.753
116,578,2,15.349,144.949
116,579,2,32.119,88.119
116,580,1,48.635,103.335
116,581,2,57.596,113.596
116,582,0,68.844,270.744
116,583,0,92.264,183.764
116,584,0,120.178,174.878
116,585,2,134.35,227.15
117,586,0,0.163,54.863
117,587,2,12.925,68.925
117,588,1,27.579,82.279
117,589,0,36.13,274.83
117,590,2,45.692,101.692
117,591,1,53.698,145.198
117,592,0,68.512,160.012
117,593,0,79.558,134.258
117,594,0,96.17,187.67
117,595,0,108.352,236.652
118,596,0,6.02,60.72
118,597,2,26.359,82.359
118,598,2,39.368,168.968
118,599,1,49.979,104.679
118,600,1,67.424,123.424
118,601,0,90.415,145.115
118,602,0,101.875,193.375
119,603,1,2.962,57.662
119,604,0,24.049,115.549
119,605,0,34.995,89.695
119,606,1,52.133,108.133
119,607,0,80.936,209.236
119,608,0,107.133,161.833
119,609,1,119.464,175.464
120,610,0,19.597,74.297
120,611,2,30.171,86.171
120,612,1,44.146,136.946
120,613,0,65.815,120.515
120,614,1,83.873,176.673
120,615,1,112.86,167.56
120,616,2,122.257,215.057
120,617,1,135.196,263.496
120,618,1,161.115,252.615
120,619,1,179.466,272.266
121,620,0,16.968,71.668
121,621,1,38.438,94.438
121,622,0,57.568,112.268
121,623,1,68.222,124.222
121,624,1,84.647,139.347
121,625,1,93.086,259.486
121,626,0,115.959,170.659
121,627,1,127.215,183.215
121,628,0,139.487,267.787
121,629,1,161.829,216.529
122,630,1,1.618,56.318
122,631,2,9.781,65.781
122,632,0,19.85,148.15
122,633,1,45.176,99.876
122,634,1,55.9,111.9
123,635,2,0.78,56.78
123,636,2,14.019,180.419
123,637,2,26.304,82.304
123,638,2,44.805,137.605
124,639,1,19.959,74.659
125,640,1,5.174,59.874
125,641,2,18.173,74.173
125,642,1,35.162,89.862
125,643,1,59.02,115.02
125,644,0,72.14,126.84
125,645,2,88.074,144.074
125,646,2,103.004,232.604
125,647,1,117.973,172.673
125,648,2,129.088,185.088
125,649,1,144.028,198.728
126,650,2,20.535,76.535
126,651,1,33.568,88.268
126,652,1,54.537,110.537
126,653,0,80.129,134.829
126,654,2,92.649,148.649
127,655,1,0.537,55.237
127,656,1,19.929,75.929
127,657,1,31.071,85.771
127,658,0,44.119,135.619
128,659,0,0.5,55.2
128,660,0,18.627,146.927
128,661,0,32.536,87.236
128,662,2,56.148,112.148
129,663,0,7.323,62.023
129,664,1,19.782,75.782
129,665,1,32.904,87.604
129,666,2,42.776,135.576
130,667,0,7.774,62.474
130,668,1,19.339,75.339
130,669,2,46.331,102.331
130,670,1,57.578,112.278
130,671,2,75.134,131.134
130,672,2,87.697,217.297
130,673,0,102.634,157.334
130,674,1,122.353,178.353
130,675,2,144.598,310.998
130,676,2,162.912,255.712
131,677,0,13.334,68.034
131,678,2,28.681,84.681
131,679,0,48.341,103.041
131,680,2,67.87,123.87
131,681,0,82.088,136.788
132,682,1,6.902,61.602
132,683,2,26.865,82.865
132,684,1,35.81,90.51
132,685,2,48.551,141.351
132,686,0,73.494,128.194
132,687,1,91.82,220.12
132,688,0,102.035,156.735
132,689,2,123.749,179.749
133,690,0,2.9,57.6
133,691,1,24.6,80.6
133,692,2,40.944,133.744
133,693,2,51.055,107.055
133,694,2,63.794,193.394
133,695,1,83.883,175.383
134,696,2,7.346,63.346
135,697,0,1.566,56.266
135,698,1,20.104,76.104
135,699,1,36.785,91.485
135,700,0,46.781,138.281
135,701,1,56.647,112.647
136,702,1,6.784,61.484
136,703,1,15.522,71.522
136,704,2,28.544,121.344
136,705,2,38.819,205.219
136,706,2,71.798,164.598
136,707,1,102.891,157.591
136,708,2,117.913,247.513
136,709,1,129.065,183.765
136,710,2,158.477,288.077
136,711,2,167.214,333.614
137,712,2,20.809,76.809
137,713,0,30.597,85.297
138,714,0,16.911,71.611
138,715,1,29.99,85.99
138,716,1,46.743,101.443
139,717,1,3.56,58.26
139,718,2,19.088,75.088
139,719,1,40.039,94.739
139,720,1,65.062,119.762
139,721,2,79.813,135.813
139,722,0,91.019,145.719
139,723,1,102.648,194.148
139,724,1,113.179,169.179
140,725,2,1.469,57.469
140,726,0,21.919,76.619
140,727,0,44.73,173.03
140,728,1,64.973,119.673
140,729,2,75.114,131.114
141,730,1,5.032,59.732
141,731,1,14.239,70.239
141,732,2,39.592,95.592
141,733,0,51.004,105.704
141,734,1,71.123,127.123
141,735,0,91.831,146.531
141,736,2,123.543,179.543
142,737,2,0.743,56.743
142,738,2,33.136,89.136
142,739,0,65.074,119.774
143,740,2,8.939,64.939
143,741,1,33.467,88.167
143,742,0,74.473,129.173
143,743,2,86.931,142.931
144,744,1,1.784,56.484
144,745,0,13.078,104.578
145,746,0,2.309,57.009
145,747,0,10.815,102.315
145,748,1,19.064,75.064
146,749,0,9.405,64.105
146,750,1,34.643,89.343
146,751,2,49.59,105.59
146,752,2,61.196,153.996
147,753,0,6.437,61.137
147,754,1,25.755,81.755
147,755,0,38.648,93.348
147,756,1,53.492,109.492
148,757,2,26.313,82.313
148,758,1,35.801,90.501
148,759,1,44.176,135.676
148,760,1,57.792,113.792
148,761,0,88.582,180.082
148,762,1,104.675,160.675
149,763,2,2.817,58.817
149,764,2,18.527,111.327
149,765,0,36.355,91.055
150,766,2,4.195,60.195
151,767,2,3.767,59.767
151,768,2,25.167,154.767
151,769,2,44.429,100.429
151,770,0,55.138,109.838
151,771,0,64.37,192.67
152,772,1,14.675,69.375
152,773,0,32.93,161.23
152,774,0,44.794,99.494
152,775,1,57.105,113.105
152,776,2,66.38,232.78
152,777,2,82.44,138.44
152,778,2,101.985,194.785
152,779,0,110.621,202.121
153,780,2,6.714,62.714
153,781,2,22.927,226.127
153,782,1,40.146,94.846
153,783,2,49.671,105.671
153,784,1,61.489,263.389
153,785,2,75.536,131.536
153,786,1,86.655,141.355
153,787,1,94.96,187.76
153,788,1,111.954,166.654
154,789,2,8.088,64.088
154,790,0,18.671,73.371
154,791,2,29.311,158.911
154,792,0,66.661,121.361
154,793,1,79.839,171.339
154,794,2,91.401,147.401
154,795,2,107.028,199.828
154,796,0,137.427,228.927
154,797,1,146.099,237.599
155,798,0,1.043,55.743
156,799,2,7.747,63.747
156,800,1,23.541,78.241
157,801,0,13.719,68.419
157,802,0,28.107,230.007
157,803,1,41.72,96.42
157,804,1,58.637,114.637
157,805,2,69.263,198.863
157,806,1,77.813,132.513
157,807,1,106.568,161.268
157,808,0,120.551,285.651
157,809,1,136.221,190.921
158,810,1,0.187,54.887
158,811,2,19.842,75.842
158,812,0,33.094,87.794
158,813,2,58.612,114.612
158,814,2,74.203,167.003
158,815,1,85.402,140.102
159,816,2,3.684,59.684
159,817,1,18.023,72.723
160,818,2,8.022,64.022
160,819,0,46.077,100.777
160,820,2,65.631,121.631
160,821,0,88.135,142.835
160,822,2,107.103,163.103
160,823,2,126.903,219.703
160,824,1,151.311,206.011
160,825,2,174.901,267.701
161,826,1,6.371,61.071
161,827,1,20.011,76.011
162,828,2,3.826,59.826
162,829,1,13.743,68.443
162,830,2,38.455,94.455
162,831,2,49.98,216.38
162,832,0,60.025,114.725
162,833,1,70.645,126.645
162,834,1,83.998,175.498
162,835,1,94.585,149.285
163,836,1,10.168,64.868
163,837,1,19.96,75.96
163,838,2,30.602,123.402
163,839,0,48.516,103.216
164,840,1,10.324,65.024
164,841,1,32.395,88.395
164,842,0,52.927,107.627
164,843,1,68.276,124.276
164,844,1,80.819,135.519
164,845,1,99.719,155.719
164,846,0,123.806,178.506
165,847,2,37.048,93.048
166,848,2,8.579,64.579
166,849,1,20.444,75.144
166,850,2,30.88,160.48
166,851,0,45.733,100.433
166,852,2,56.44,112.44
166,853,0,71.353,126.053
167,854,1,4.005,58.705
167,855,0,26.137,117.637
168,856,1,17.697,72.397
169,857,1,16.772,71.472
169,858,0,38.896,130.396
170,859,1,6.654,61.354
170,860,1,29.683,85.683
171,861,2,10.797,66.797
171,862,2,29.922,269.922
171,863,0,48.121,102.821
171,864,1,62.383,118.383
171,865,1,78.456,133.156
171,866,1,96.317,152.317
171,867,1,114.974,169.674
171,868,2,125.779,181.779
171,869,0,137.648,229.148
172,870,1,11.451,66.151
172,871,1,37.452,92.152
172,872,1,51.156,107.156
172,873,2,89.322,145.322
172,874,0,111.669,166.369
172,875,1,125.572,181.572
173,876,2,6.771,62.771
173,877,1,17.438,72.138
173,878,0,26.764,155.064
173,879,0,42.718,97.418
173,880,1,60.504,116.504
174,881,1,11.156,65.856
174,882,2,27.977,83.977
174,883,2,51.029,180.629
174,884,2,67.828,123.828
174,885,1,87.677,142.377
175,886,1,2.646,57.346
175,887,0,20.75,149.05
175,888,0,40.201,94.901
175,889,0,59.593,224.693
175,890,1,68.278,122.978
175,891,1,84.363,140.363
175,892,0,94.672,186.172
176,893,1,2.92,57.62
176,894,0,23.771,115.271
176,895,2,45.066,101.066
176,896,2,57.241,150.041
177,897,2,4.465,60.465
177,898,2,23.081,115.881
177,899,0,34.688,89.388
177,900,2,61.252,154.052
177,901,1,74.132,128.832
177,902,1,102.861,194.361
177,903,1,115.468,208.268
177,904,0,129.437,184.137
178,905,1,7.145,61.845
178,906,1,28.281,84.281
178,907,0,40.223,94.923
178,908,1,60.377,116.377
178,909,0,76.608,131.308
178,910,0,97.224,188.724
178,911,1,108.851,163.551
179,912,1,0.779,55.479
179,913,0,35.066,89.766
179,914,1,46.863,102.863
180,915,0,4.467,59.167
180,916,2,19.724,75.724
180,917,1,39.347,94.047
180,918,1,59.14,115.14
180,919,0,71.67,126.37
180,920,0,86.054,214.354
180,921,1,115.547,170.247
180,922,2,130.687,186.687
180,923,1,138.731,267.031
180,924,1,160.159,252.959
181,925,1,5.0,59.7
181,926,1,18.477,74.477
181,927,2,38.111,130.911
182,928,0,0.334,55.034
182,929,0,16.32,181.42
182,930,2,25.851,81.851
182,931,0,48.805,103.505
182,932,2,64.056,120.056
182,933,0,83.181,137.881
182,934,0,97.225,262.325
182,935,0,127.937,219.437
182,936,2,143.518,199.518
182,937,2,173.677,229.677
183,938,1,9.247,63.947
184,939,2,14.245,70.245
184,940,1,22.479,224.379
184,941,0,52.328,107.028
184,942,2,74.463,130.463
184,943,2,86.718,253.118
184,944,0,94.854,149.554
184,945,2,103.456,159.456
184,946,1,126.241,180.941
184,947,0,135.287,263.587
184,948,2,155.45,211.45
185,949,2,16.283,72.283
185,950,0,37.615,92.315
185,951,0,48.025,139.525
185,952,2,62.805,118.805
185,953,2,79.003,208.603
185,954,1,93.935,149.935
185,955,0,105.225,270.325
185,956,1,126.152,180.852
185,957,0,139.704,231.204
186,958,2,8.472,64.472
186,959,0,29.415,84.115
186,960,0,57.447,112.147
187,961,0,15.372,70.072
187,962,0,30.568,122.068
187,963,2,56.597,112.597
188,964,0,8.164,62.864
188,965,2,16.284,72.284
188,966,2,46.811,102.811
188,967,2,69.723,236.123
188,968,1,78.61,133.31
188,969,1,87.227,143.227
188,970,1,102.82,194.32
189,971,1,0.609,55.309
189,972,2,14.238,70.238
189,973,1,33.798,88.498
189,974,2,43.26,99.26
189,975,1,59.344,114.044
189,976,2,72.359,128.359
189,977,0,89.502,144.202
189,978,2,116.192,172.192
189,979,2,150.276,206.276
190,980,2,1.507,57.507
191,981,2,0.717,56.717
191,982,2,28.974,84.974
191,983,1,40.401,95.101
191,984,2,55.814,111.814
192,985,1,17.857,72.557
192,986,2,40.168,96.168
192,987,2,50.535,290.535
192,988,2,69.172,125.172
192,989,1,84.125,138.825
192,990,1,100.805,156.805
192,991,1,118.013,172.713
192,992,1,137.882,193.882
192,993,1,149.509,204.209
192,994,1,158.316,249.816
193,995,0,3.869,58.569
194,996,0,6.731,61.431
195,997,0,11.996,66.696
